ID	Source
http://purl.obolibrary.org/obo/MBA_1047	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1048	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1049	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_105	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1052	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1056	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_106	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1061	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1062	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1063	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1064	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1065	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_10671	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1070	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_10702	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_10703	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_10704	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1071	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1072	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1073	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1079	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_108	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1084	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1087	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1088	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1089	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1092	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1093	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1095	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1097	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_11	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1100	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1103	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1105	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1108	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1112	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1113	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1116	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1119	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1123	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1126	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1129	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1131	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_114	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1143	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1144	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_1145	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_115	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_116	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_117	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_118	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_12	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_122	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_124	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_125	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_126	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_127	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_128	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_129	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_131	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_133	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_134	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_135	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_136	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_138	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_14	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_140	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_145	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_146	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_147	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_149	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_15	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_151	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_153	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_155	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_157	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_158	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_159	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_161	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_162	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_164	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_165	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_169	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_170	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_173	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_174	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_177	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_178	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_181	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_184	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_186	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_188	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_189	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_19	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_190	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_194	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_196	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_197	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_198	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_201	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_202	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_204	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_206	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_207	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_209	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_210	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_212	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_214	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_217	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_218	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_22	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_220	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_222	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_223	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_225	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_226	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_228	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_229	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_23	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_230	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_231	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_233	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_235	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_237	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_238	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_239	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_242	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_246	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_247	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_254	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_255	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_257	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_261	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_262	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_263	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_27	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_272	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_275	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_277	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_280	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_286	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_287	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_290	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_292	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_295	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_3	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_301	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_304325711	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_31	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_310	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_312782616	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_312782628	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_312782640	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_313	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_315	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_317	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_319	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_322	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_325	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_326	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_329	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_33	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_331	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_333	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_336	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_338	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_341	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_342	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_343	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_347	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_35	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_350	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_351	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_354	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_357	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_359	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_362	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_365	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_366	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_367	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_374	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_375	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_378	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_38	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_380	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_381	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_382	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_384	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_385	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_388	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_390	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_391	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_394	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_395	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_396	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_397	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_398	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_399	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_4	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_402	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_403	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_404	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_406	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_407	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_409	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_413	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_415	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_417	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_423	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_425	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_429	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_43	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_431	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_432	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_433	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_436	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_437	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_438	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_439	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_445	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_446	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_447	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_452	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_453	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_454	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_455	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_460	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_462	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_463	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_464	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_466	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_467	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_47	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_470	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_471	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_475	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_477	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_479	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_481	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_482	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_483	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_485	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_486	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_489	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_491	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_493	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_495	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_499	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_501	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_502	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_504	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_506	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_507	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_51	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_512	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_513	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_514	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_515	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_519	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_521	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_523	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_525	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_528	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_533	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_536	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_54	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_547	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_549	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_552	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_553	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_554	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_557	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_56	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_564	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_567	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_568	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_571	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_573	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_574	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_575	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_578	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_579	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_58	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_580	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_581	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_583	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_587	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_589	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_594	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_595	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_596	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_599	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_6	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_603	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_604	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_607	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_611	 https://orcid.org/0000-0002-6601-2165
http://purl.obolibrary.org/obo/MBA_612	 https://orcid.org/0000-0002-6601-2165
